p_z,p_n,p_symbol,p_energy,d_z,d_n,d_symbol,bin_en,dn_de,unc_dn_de,dn_de_nu,unc_dn_de_nu,extraction_date
18,21,Ar,0,19,20,K,420,0.00122727,0.0000320999,0.00250108,0.0000176134,2025-09-02
18,21,Ar,0,19,20,K,421,0.00121629,0.0000323744,0.00249967,0.0000174678,2025-09-02
18,21,Ar,0,19,20,K,422,0.00120528,0.0000326464,0.00249823,0.0000173214,2025-09-02
18,21,Ar,0,19,20,K,423,0.00119425,0.0000329157,0.00249675,0.0000171744,2025-09-02
18,21,Ar,0,19,20,K,424,0.00118321,0.0000331822,0.00249524,0.0000170266,2025-09-02
18,21,Ar,0,19,20,K,425,0.00117214,0.000033446,0.0024937,0.0000168781,2025-09-02
18,21,Ar,0,19,20,K,426,0.00116105,0.0000337069,0.00249213,0.0000167289,2025-09-02
18,21,Ar,0,19,20,K,427,0.00114995,0.0000339648,0.00249052,0.0000165789,2025-09-02
18,21,Ar,0,19,20,K,428,0.00113883,0.0000342197,0.00248888,0.0000164282,2025-09-02
18,21,Ar,0,19,20,K,429,0.00112769,0.0000344716,0.00248721,0.0000162767,2025-09-02
18,21,Ar,0,19,20,K,430,0.00111654,0.0000347203,0.0024855,0.0000161244,2025-09-02
18,21,Ar,0,19,20,K,431,0.00110537,0.0000349657,0.00248376,0.0000159713,2025-09-02
18,21,Ar,0,19,20,K,432,0.00109419,0.0000352078,0.00248199,0.0000158175,2025-09-02
18,21,Ar,0,19,20,K,433,0.001083,0.0000354466,0.00248018,0.0000156628,2025-09-02
18,21,Ar,0,19,20,K,434,0.00107179,0.0000356819,0.00247835,0.0000155074,2025-09-02
18,21,Ar,0,19,20,K,435,0.00106058,0.0000359136,0.00247648,0.0000153511,2025-09-02
18,21,Ar,0,19,20,K,436,0.00104935,0.0000361418,0.00247457,0.000015194,2025-09-02
18,21,Ar,0,19,20,K,437,0.00103811,0.0000363662,0.00247264,0.000015036,2025-09-02
18,21,Ar,0,19,20,K,438,0.00102687,0.0000365869,0.00247067,0.0000148772,2025-09-02
18,21,Ar,0,19,20,K,439,0.00101562,0.0000368037,0.00246867,0.0000147175,2025-09-02
18,21,Ar,0,19,20,K,440,0.00100436,0.0000370166,0.00246663,0.0000145569,2025-09-02
18,21,Ar,0,19,20,K,441,0.000993092,0.0000372255,0.00246457,0.0000143955,2025-09-02
18,21,Ar,0,19,20,K,442,0.000981823,0.0000374302,0.00246247,0.0000142331,2025-09-02
18,21,Ar,0,19,20,K,443,0.00097055,0.0000376308,0.00246033,0.0000140698,2025-09-02
18,21,Ar,0,19,20,K,444,0.000959275,0.0000378272,0.00245817,0.0000139055,2025-09-02
18,21,Ar,0,19,20,K,445,0.000947998,0.0000380192,0.00245597,0.0000137404,2025-09-02
18,21,Ar,0,19,20,K,446,0.00093672,0.0000382067,0.00245374,0.0000135742,2025-09-02
18,21,Ar,0,19,20,K,447,0.000925443,0.0000383897,0.00245147,0.0000134071,2025-09-02
18,21,Ar,0,19,20,K,448,0.000914166,0.0000385682,0.00244917,0.000013239,2025-09-02
18,21,Ar,0,19,20,K,449,0.000902893,0.0000387419,0.00244684,0.0000130698,2025-09-02
